Region,City,AreaName,BlockNo.,LotNo.,Classification,DealDate,DealNo.,AreaInSquareMeters,PricePerSquareMeters,DealPrice
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,3/28/2019,8279516,100000,1,100000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 20,تجاري,3/24/2019,8272131,100000,0.6,60000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,3/27/2019,8279956,100000,1,100000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 42,تجاري,3/24/2019,8272010,100000,1,100000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 67,تجاري,3/13/2019,8230872,50000,0.4,20000
منطقة الرياض,الخرج,"حي/السهباء",مخطط/أخرى, قطعة بدون,تجاري,3/3/2019,8183444,1738045.9,0.7191,1250000
منطقة الرياض,الخرج,"حي/السهباء",مخطط/أخرى, قطعة بدون,تجاري,3/3/2019,8183538,1733634.51,0.721,1250000
منطقة الرياض,الخرج,"حي/السهباء",مخطط/أخرى, قطعة بدون,تجاري,3/4/2019,8185708,1726509.77,0.724,1250000
منطقة الرياض,الخرج,حي/العفجة,مخطط/أخرى, قطعة 1824,تجاري,3/14/2019,8235113,5614.69,5.3431,30000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من أصل القطعه رقم 31, قطعة 7,تجاري,3/27/2019,8289577,10167.12,100,1016712
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 25, قطعة 30,تجاري,3/27/2019,8292553,13604.97,229.9999,3129143
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 4/ 47, قطعة 1,تجاري,3/17/2019,8242684,4352.2,413.5839,1800000
منطقة الرياض,الدلم,حي/أخرى,مخطط/أخرى, قطعة 6,تجاري,3/5/2019,8190500,54700,0.3656,20000
منطقة الرياض,الدلم,حي/الضبيعه,مخطط/بدون والمسمى الاستراحات, قطعة 2270,تجاري,3/6/2019,8199217,5000,50,250000
منطقة الرياض,الدوادمي,حي/أخرى,مخطط/أخرى, قطعة 1254,تجاري,3/18/2019,8248542,400000,0.25,100000
منطقة الرياض,الدوادمي,حي/أخرى,مخطط/أخرى, قطعة 1254,تجاري,3/19/2019,8254943,400000,0.875,350000
منطقة الرياض,الدوادمي,حي/أخرى,مخطط/أخرى, قطعة 541,تجاري,3/7/2019,8204939,400000,1.8125,725000
منطقة الرياض,الزلفي,حي/أخرى,مخطط/أخرى, قطعة 10,تجاري,3/28/2019,8294939,43575,29.8336,1300000
منطقة الرياض,القصب,حي/أخرى,مخطط/أخرى, قطعة 25,تجاري,3/25/2019,8277478,60000.25,0.8333,50000
منطقة الرياض,القويعيه,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/17/2019,8238219,50050,13.986,700000
منطقة الرياض,القويعيه,حي/أخرى,مخطط/أخرى, قطعة 86,تجاري,3/11/2019,8216601,1000000,0.05,50000
منطقة الرياض,المجمعه,حي/أخرى,مخطط/أخرى, قطعة 46,تجاري,3/6/2019,8199700,71950,0.6949,50000
منطقة الرياض,المجمعه,حي/أخرى,مخطط/أخرى, قطعة 5,تجاري,3/7/2019,8207274,50000,17.98,899000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 2705,تجاري,3/31/2019,8262391,2000,41.25,82500
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 3556,تجاري,3/14/2019,8234809,2268.31,35.2685,80000
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 388,تجاري,3/14/2019,8236991,2946.26,15.2736,45000
منطقة الرياض,النويعمه,حي/أخرى,مخطط/أخرى, قطعة 11,تجاري,3/20/2019,8260123,101000,0.3465,35000
منطقة الرياض,النويعمه,حي/أخرى,مخطط/أخرى, قطعة 4,تجاري,3/12/2019,8225514,100000,0.6,60000
منطقة الرياض,الهدار,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,3/12/2019,8221335,2000000,0.0485,97000
منطقة الرياض,"حريملاء",حي/القرينة,مخطط/بدون, قطعة بدون,تجاري,3/31/2019,8275483,772,116.5803,90000
منطقة الرياض,"حريملاء",حي/ملهم,مخطط/659, قطعة 4,تجاري,3/5/2019,8192537,50000,32,1600000
منطقة الرياض,حوطة بني تميم,حي/أخرى,مخطط/أخرى, قطعة 28,تجاري,3/20/2019,8261051,67500,1.3333,90000
منطقة الرياض,حوطة بني تميم,حي/أخرى,مخطط/أخرى, قطعة 34,تجاري,3/20/2019,8261323,59850,1.5037,90000
منطقة الرياض,حوطة بني تميم,حي/أخرى,مخطط/أخرى,عدد العقارات 2-أول قطعة25,تجاري,3/18/2019,8248825,2000000,1.5,3000000
منطقة الرياض,حوطة سدير,حي/أخرى,مخطط/أخرى, قطعة 10,تجاري,3/3/2019,8181237,1000000,13,13000000
منطقة الرياض,حوطة سدير,حي/أخرى,مخطط/أخرى, قطعة 97,تجاري,3/20/2019,8261621,58750,4.2553,250000
منطقة الرياض,مرات,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/19/2019,8254731,78925,7.2853,575000
منطقة الرياض,مرات,حي/أخرى,مخطط/أخرى, قطعة 36,تجاري,3/21/2019,8267626,300000,0.1,30000
منطقة الرياض,وادي الدواسر,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/20/2019,8262610,467700,0.8124,380000
منطقة الرياض,وادي الدواسر,حي/الخماسين,مخطط/1, قطعة 19و20,تجاري,3/31/2019,8302068,100000,1,100000
منطقة المدينة المنورة,السويرقيه,حي/أخرى,مخطط/أخرى, قطعة 7,تجاري,3/21/2019,8264314,50750,1.9704,100000
منطقة المدينة المنورة,المدينة المنورة,حي/البوير على بعد 88 كم شمال المدينة,مخطط/6968 فى 15/ 3/ 1413, قطعة 1,تجاري,3/21/2019,8266193,104617,15.7717,1649998
منطقة المدينة المنورة,المدينة المنورة,"حي/الحساء",مخطط/أخرى, قطعة بدون,تجاري,3/11/2019,8209848,9410.81,300,2823243
منطقة المدينة المنورة,المدينة المنورة,حي/القيعة,مخطط/أ/ 1403, قطعة 125/أ,تجاري,3/13/2019,8231190,29919.42,30.0807,900000
منطقة المدينة المنورة,خيبر,حي/الصلصله,مخطط/450/ 5, قطعة 1,تجاري,3/27/2019,8292109,60435,1.3237,80000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/25/2019,8278564,800000,0.125,100000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 3و4,تجاري,3/25/2019,8277699,100000,0.25,25000
منطقة القصيم,البدائع,حي/أخرى,مخطط/أخرى, قطعة 26,تجاري,3/3/2019,8181433,366300,0.2457,90000
منطقة القصيم,البدائع,حي/أخرى,مخطط/أخرى, قطعة 49,تجاري,3/13/2019,8228081,654500,0.0305,20000
منطقة القصيم,البكيريه,حي/شرق البكيرية,مخطط/696, قطعة 10,تجاري,3/17/2019,8237759,50000,0.2,10000
منطقة القصيم,البكيريه,حي/شرق البكيرية,مخطط/696, قطعة 10,تجاري,3/17/2019,8241641,50000,0.2,10000
منطقة القصيم,البكيريه,حي/شرق البكيرية,مخطط/696, قطعة 11,تجاري,3/17/2019,8240206,50000,0.2,10000
منطقة القصيم,البكيريه,حي/شرق البكيرية,مخطط/696, قطعة 12,تجاري,3/17/2019,8237771,50000,0.2,10000
منطقة القصيم,البكيريه,حي/شرق البكيرية,مخطط/696, قطعة 12,تجاري,3/17/2019,8241728,50000,0.2,10000
منطقة القصيم,البكيريه,حي/شرق البكيرية,مخطط/696, قطعة 7,تجاري,3/17/2019,8239934,50000,0.2,10000
منطقة القصيم,البكيريه,حي/شرق البكيرية,مخطط/696, قطعة 8,تجاري,3/17/2019,8237779,50000,0.2,10000
منطقة القصيم,البكيريه,حي/شرق البكيرية,مخطط/696, قطعة 8,تجاري,3/17/2019,8241630,50000,0.2,10000
منطقة القصيم,البكيريه,حي/شرق البكيرية,مخطط/696, قطعة 9,تجاري,3/17/2019,8241519,50000,0.2,10000
منطقة القصيم,البكيريه,حي/شمال الشيحية,مخطط/10554, قطعة بدون,تجاري,3/13/2019,8227169,327787,0.1372,45000
منطقة القصيم,البكيريه,حي/شمال غرب الضلفعة,مخطط/106, قطعة 6و12,تجاري,3/13/2019,8227187,100000,0.15,15000
منطقة القصيم,البكيريه,حي/شمال غرب الضلفعة,مخطط/50, قطعة 7,تجاري,3/14/2019,8235808,50000,2,100000
منطقة القصيم,البكيريه,حي/شمال غرب الضلفعة,مخطط/50, قطعة 8,تجاري,3/14/2019,8235907,50000,2,100000
منطقة القصيم,العمار,حي/أخرى,مخطط/أخرى, قطعة 37,تجاري,3/19/2019,8251842,699000,0.7868,550000
منطقة القصيم,القواره,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/20/2019,8261705,306524,0.1631,50000
منطقة القصيم,القواره,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/31/2019,8303410,2000000,0.65,1300000
منطقة القصيم,القواره,حي/قراين الترمس,مخطط/1054, قطعة 1,تجاري,3/4/2019,8187303,50000,0.55,27500
منطقة القصيم,القواره,حي/قراين الترمس,مخطط/1054, قطعة 2,تجاري,3/4/2019,8186820,50000,0.5,25000
منطقة القصيم,القواره,حي/قراين الترمس,مخطط/1054, قطعة 3,تجاري,3/4/2019,8187398,50000,0.55,27500
منطقة القصيم,القواره,حي/قراين الترمس,مخطط/1054, قطعة 4,تجاري,3/4/2019,8187177,50000,0.55,27500
منطقة القصيم,بريده,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/24/2019,8274474,55500,0.9009,50000
منطقة القصيم,بريده,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/25/2019,8277394,55500,0.9009,50000
منطقة القصيم,بريده,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,3/5/2019,8193970,55737,1.7941,100000
منطقة القصيم,بريده,حي/اللسيب,مخطط/331, قطعة 45,تجاري,3/21/2019,8251658,72500,3.862,280000
منطقة القصيم,بريده,حي/غرب الغماس,مخطط/أخرى, قطعة 1,تجاري,3/14/2019,8128819,66500,8.8721,590000
منطقة القصيم,بريده,حي/غرب الغماس,مخطط/أخرى, قطعة 1,تجاري,3/27/2019,8289982,61250,5.7142,350000
منطقة القصيم,بريده,حي/غرب الغماس,مخطط/أخرى, قطعة 2,تجاري,3/14/2019,8128859,59850,9.8579,590000
منطقة القصيم,بريده,حي/غرب بريدة,مخطط/أخرى, قطعة 11,تجاري,3/13/2019,8229291,50000,9,450000
منطقة القصيم,عنيزه,حي/جنوب عنيزة,مخطط/أخرى, قطعة 4,تجاري,3/17/2019,8241514,11558,27.5062,317917
منطقة القصيم,عنيزه,حي/جنوب عنيزة,مخطط/أخرى, قطعة 7,تجاري,3/17/2019,8242353,16098.6,99.3875,1600000
منطقة القصيم,عيون الجوى,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/10/2019,8213564,54587,0.9159,50000
منطقة القصيم,عيون الجوى,"حي/المليداء",مخطط/136, قطعة 168,تجاري,3/28/2019,8293300,50000,3.5,175000
المنطقة الشرقية,ابقيق,حي/أخرى,مخطط/أخرى, قطعة 4,تجاري,3/12/2019,8224946,50055,29.967,1500000
المنطقة الشرقية,ابقيق,حي/صلاصل,مخطط/4966, قطعة 19/4,تجاري,3/7/2019,8202705,50040,14.5883,730000
المنطقة الشرقية,ابقيق,حي/صلاصل,مخطط/4966, قطعة 7/4,تجاري,3/18/2019,8246352,50040,13.3143,666250
المنطقة الشرقية,الجبيل,حي/الجبيل,مخطط/أخرى, قطعة بدون,تجاري,3/21/2019,8263809,50000,6,300000
المنطقة الشرقية,الصرار,حي/أخرى,مخطط/أخرى, قطعة 27,تجاري,3/18/2019,8245347,2000000,0.0475,95000
المنطقة الشرقية,القطيف,حي/ام الساهك,مخطط/أخرى, قطعة بدون,تجاري,3/5/2019,8189927,50000,69,3450000
المنطقة الشرقية,القطيف,حي/سيحة الملاحة,مخطط/أخرى, قطعة بدون,تجاري,3/6/2019,8201223,667.8,861.0362,575000
المنطقة الشرقية,حفر الباطن,حي/أخرى,مخطط/أخرى, قطعة 5,تجاري,3/28/2019,8293006,14000,39.2857,550000
المنطقة الشرقية,حفر الباطن,حي/أخرى,مخطط/أخرى, قطعة 6,تجاري,3/28/2019,8296787,14000,39.2857,550000
المنطقة الشرقية,مليجه,حي/شرق مليجة,مخطط/أخرى, قطعة 62,تجاري,3/12/2019,8223874,67925,2.2083,150000
المنطقة الشرقية,مليجه,حي/شمال مليجه,مخطط/أخرى, قطعة بدون,تجاري,3/26/2019,8285967,44500,5.8426,260000
المنطقة الشرقية,مليجه,حي/غرب مليجة,مخطط/أخرى, قطعة 61,تجاري,3/12/2019,8222508,332500,0.2706,90000
المنطقة الشرقية,مليجه,حي/غرب مليجة,مخطط/أخرى, قطعة 62,تجاري,3/12/2019,8222708,332500,0.2706,90000
منطقة عسير,ابها,حي/النجاد,مخطط/أخرى, قطعة بدون,تجاري,3/4/2019,8187992,6759,14.0553,95000
منطقة عسير,ابها,حي/النجاد,مخطط/أخرى, قطعة بدون,تجاري,3/6/2019,8199968,6759,14.6471,99000
منطقة عسير,الصبيخه,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,3/31/2019,8274994,25000,0.6,15000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 103,تجاري,3/26/2019,8283781,25000,2,50000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 188,تجاري,3/13/2019,8229138,25000,1.6,40000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,3/6/2019,8187911,40000,1,40000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 287,تجاري,3/18/2019,8245342,25000,1.4,35000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 291,تجاري,3/18/2019,8245763,25000,1,25000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 98,تجاري,3/14/2019,8237405,25000,3.2,80000
منطقة عسير,بيشه,حي/الحشرج,مخطط/أخرى, قطعة ب د,تجاري,3/19/2019,8254273,60811.3,0.8222,50000
منطقة عسير,بيشه,حي/الصبيحى,مخطط/28/ 1399, قطعة 158,تجاري,3/19/2019,8252421,25000,4,100000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 137,تجاري,3/6/2019,8186887,15000,6.6,99000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 195,تجاري,3/26/2019,8282002,15000,2,30000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 211,تجاري,3/4/2019,8152567,10000,3,30000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 253,تجاري,3/5/2019,8191758,15000,1.3333,20000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 319,تجاري,3/4/2019,8152585,10000,3,30000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 320,تجاري,3/4/2019,8152553,15000,2,30000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 354,تجاري,3/4/2019,8152579,10000,3,30000
منطقة تبوك,بئر بن هرماس,حي/أخرى,مخطط/5968, قطعة 3,تجاري,3/3/2019,8183261,170185,11.1643,1900000
